Ticker,Volatility
ADANIENT,0.02055447985826155
ADANIPORTS,0.018720095743491486
BEL,0.016789990777315182
TRENT,0.01672834089688284
ONGC,0.01600085432118429
BPCL,0.01589385255796952
SHRIRAMFIN,0.015606721769560716
COALINDIA,0.015405215109566201
HINDALCO,0.014090933132081127
NTPC,0.01402074178896029
