Ticker,date,cumulative_return
BAJAJ-AUTO,2023-10-03 05:30:00,0.0
BAJAJ-AUTO,2023-10-04 05:30:00,-0.019505825833009305
BAJAJ-AUTO,2023-10-05 05:30:00,-0.0010764584516939069
BAJAJ-AUTO,2023-10-06 05:30:00,-0.0003687866917839733
BAJAJ-AUTO,2023-10-09 05:30:00,-0.0018239990431480058
BAJAJ-AUTO,2023-10-10 05:30:00,0.004196194520029062
BAJAJ-AUTO,2023-10-11 05:30:00,0.009558552362726624
BAJAJ-AUTO,2023-10-12 05:30:00,0.017970875818557053
BAJAJ-AUTO,2023-10-13 05:30:00,0.007166422470073375
BAJAJ-AUTO,2023-10-16 05:30:00,0.012010485502696122
BAJAJ-AUTO,2023-10-17 05:30:00,0.02487815088359291
BAJAJ-AUTO,2023-10-18 05:30:00,0.024100708668480575
BAJAJ-AUTO,2023-10-19 05:30:00,0.09292427912168955
BAJAJ-AUTO,2023-10-20 05:30:00,0.09425988497842086
BAJAJ-AUTO,2023-10-23 05:30:00,0.07753491014562064
BAJAJ-AUTO,2023-10-25 05:30:00,0.06595301458202485
BAJAJ-AUTO,2023-10-26 05:30:00,0.04842069591045428
BAJAJ-AUTO,2023-10-27 05:30:00,0.07118579872220354
BAJAJ-AUTO,2023-10-30 05:30:00,0.05829819892553445
BAJAJ-AUTO,2023-10-31 05:30:00,0.05932482133779815
BAJAJ-AUTO,2023-11-01 05:30:00,0.06536494931674741
BAJAJ-AUTO,2023-11-01 05:30:00,0.06536494931674741
BAJAJ-AUTO,2023-11-02 05:30:00,0.060191968423884745
BAJAJ-AUTO,2023-11-02 05:30:00,0.060191968423884745
BAJAJ-AUTO,2023-11-03 05:30:00,0.07026881559668618
BAJAJ-AUTO,2023-11-03 05:30:00,0.07026881559668618
BAJAJ-AUTO,2023-11-06 05:30:00,0.07782395917431595
BAJAJ-AUTO,2023-11-06 05:30:00,0.07782395917431595
BAJAJ-AUTO,2023-11-07 05:30:00,0.08024599069062721
BAJAJ-AUTO,2023-11-07 05:30:00,0.08024599069062721
BAJAJ-AUTO,2023-11-08 05:30:00,0.07598002571539575
BAJAJ-AUTO,2023-11-08 05:30:00,0.07598002571539575
BAJAJ-AUTO,2023-11-09 05:30:00,0.0802260562748549
BAJAJ-AUTO,2023-11-09 05:30:00,0.0802260562748549
BAJAJ-AUTO,2023-11-10 05:30:00,0.0748736656400435
BAJAJ-AUTO,2023-11-10 05:30:00,0.0748736656400435
BAJAJ-AUTO,2023-11-12 05:30:00,0.084940545604959
BAJAJ-AUTO,2023-11-12 05:30:00,0.084940545604959
BAJAJ-AUTO,2023-11-13 05:30:00,0.08148192446849789
BAJAJ-AUTO,2023-11-13 05:30:00,0.08148192446849789
BAJAJ-AUTO,2023-11-15 05:30:00,0.10370879805440025
BAJAJ-AUTO,2023-11-15 05:30:00,0.10370879805440025
BAJAJ-AUTO,2023-11-16 05:30:00,0.10653948509403977
BAJAJ-AUTO,2023-11-16 05:30:00,0.10653948509403977
BAJAJ-AUTO,2023-11-17 05:30:00,0.12260662420636015
BAJAJ-AUTO,2023-11-17 05:30:00,0.12260662420636015
BAJAJ-AUTO,2023-11-20 05:30:00,0.12632439274785856
BAJAJ-AUTO,2023-11-20 05:30:00,0.12632439274785856
BAJAJ-AUTO,2023-11-21 05:30:00,0.13346091359427392
BAJAJ-AUTO,2023-11-21 05:30:00,0.13346091359427392
BAJAJ-AUTO,2023-11-22 05:30:00,0.14653789034077813
BAJAJ-AUTO,2023-11-22 05:30:00,0.14653789034077813
BAJAJ-AUTO,2023-11-23 05:30:00,0.18116397053693256
BAJAJ-AUTO,2023-11-23 05:30:00,0.18116397053693256
BAJAJ-AUTO,2023-11-24 05:30:00,0.18217065853342396
BAJAJ-AUTO,2023-11-24 05:30:00,0.18217065853342396
BAJAJ-AUTO,2023-11-28 05:30:00,0.19569615963480036
BAJAJ-AUTO,2023-11-28 05:30:00,0.19569615963480036
BAJAJ-AUTO,2023-11-29 05:30:00,0.21000907015917525
BAJAJ-AUTO,2023-11-29 05:30:00,0.21000907015917525
BAJAJ-AUTO,2023-11-30 05:30:00,0.21411555980822983
BAJAJ-AUTO,2023-11-30 05:30:00,0.21411555980822983
BAJAJ-AUTO,2023-12-01 05:30:00,0.20524474478964105
BAJAJ-AUTO,2023-12-01 05:30:00,0.20524474478964105
BAJAJ-AUTO,2023-12-04 05:30:00,0.2362726629389298
BAJAJ-AUTO,2023-12-04 05:30:00,0.2362726629389298
BAJAJ-AUTO,2023-12-05 05:30:00,0.22399306282331022
BAJAJ-AUTO,2023-12-05 05:30:00,0.22399306282331022
BAJAJ-AUTO,2023-12-06 05:30:00,0.21000907015917525
BAJAJ-AUTO,2023-12-06 05:30:00,0.21000907015917525
BAJAJ-AUTO,2023-12-07 05:30:00,0.21472355948927913
BAJAJ-AUTO,2023-12-07 05:30:00,0.21472355948927913
BAJAJ-AUTO,2023-12-08 05:30:00,0.21115529906607144
BAJAJ-AUTO,2023-12-08 05:30:00,0.21115529906607144
BAJAJ-AUTO,2023-12-11 05:30:00,0.22365417775518415
BAJAJ-AUTO,2023-12-11 05:30:00,0.22365417775518415
BAJAJ-AUTO,2023-12-12 05:30:00,0.24673823121928717
BAJAJ-AUTO,2023-12-12 05:30:00,0.24673823121928717
BAJAJ-AUTO,2023-12-13 05:30:00,0.259077634582223
BAJAJ-AUTO,2023-12-13 05:30:00,0.259077634582223
BAJAJ-AUTO,2023-12-14 05:30:00,0.2628153375394935
BAJAJ-AUTO,2023-12-14 05:30:00,0.2628153375394935
BAJAJ-AUTO,2023-12-15 05:30:00,0.25092445853142986
BAJAJ-AUTO,2023-12-15 05:30:00,0.25092445853142986
BAJAJ-AUTO,2023-12-18 05:30:00,0.28889952057729884
BAJAJ-AUTO,2023-12-18 05:30:00,0.28889952057729884
BAJAJ-AUTO,2023-12-19 05:30:00,0.2795901484117236
BAJAJ-AUTO,2023-12-19 05:30:00,0.2795901484117236
BAJAJ-AUTO,2023-12-20 05:30:00,0.2687159246080377
